id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
2436200185;23.02.2015;8299000;4;35;3840;4000;20;0;0;3;8;2640;1200;2001;0;98105;476642;-122291;1620;4000
9542830440;30.03.2015;3400000;4;25;2090;4200;20;0;0;3;7;2090;0;2007;0;98038;473659;-122017;2090;4200
23500190;08.10.2014;5150000;4;225;2470;7800;10;0;0;3;8;1470;1000;1975;0;98052;476913;-122115;2050;8050
3905030190;11.07.2014;6010000;4;25;2090;6906;20;0;0;4;8;2090;0;1992;0;98029;475718;-121996;2090;6370
8079050010;04.05.2015;4700000;3;25;2070;8581;20;0;0;3;8;2070;0;1994;0;98059;475101;-122151;2440;7849
3172600095;08.07.2014;3715000;3;10;1650;6400;10;0;0;4;7;980;670;1954;0;98106;4752;-122365;1230;6400
126059242;19.11.2014;5500000;3;175;1880;45738;10;0;0;4;8;1410;470;1980;0;98072;477662;-122114;2340;38556
2944510080;14.12.2014;2425500;4;25;2060;7720;20;0;0;3;8;2060;0;1995;0;98023;472956;-122374;1630;7720
7019000050;06.05.2014;3675000;3;15;1410;9647;10;0;0;3;8;1410;0;1961;0;98177;477608;-122361;2090;9272
7212680460;24.09.2014;3590000;4;35;2770;8763;20;0;0;3;8;2100;670;1996;0;98003;472625;-122308;2030;7242
5706600170;11.03.2015;2049000;3;20;1390;8245;10;0;0;2;7;1390;0;1984;0;98001;472669;-122254;1260;8245
3322049005;30.09.2014;8500000;4;275;5440;239580;10;0;0;2;9;2720;2720;1969;0;98001;47354;-122293;1970;40392
7338000950;21.10.2014;1870000;3;15;1280;4452;20;0;0;3;6;1280;0;1985;0;98002;473344;-122216;1070;4366
3323059027;28.05.2014;3260000;3;275;1720;28000;10;0;0;4;7;1720;0;1958;0;98058;474375;-122176;2000;41817
3323059027;25.02.2015;3400000;3;275;1720;28000;10;0;0;4;7;1720;0;1958;0;98058;474375;-122176;2000;41817
5502700005;25.06.2014;3300000;6;225;3040;28535;10;0;0;3;8;1890;1150;1951;0;98030;473864;-122223;1360;8250
7205930050;02.01.2015;7820000;4;35;3780;7769;20;0;0;3;9;3110;670;2001;0;98052;47691;-122129;3310;7945
1853200190;03.11.2014;6120000;4;25;2670;5974;20;0;0;3;8;2670;0;1999;0;98034;477122;-122231;2140;5729
2697400020;31.10.2014;4000000;3;20;1350;7216;10;0;0;3;7;1350;0;1964;0;98177;477616;-122365;1920;7600
226039316;03.06.2014;9415000;5;35;3490;9680;20;0;4;3;9;2460;1030;1980;0;98177;477757;-122391;3080;13489
3126049439;09.01.2015;3130000;2;15;870;747;20;0;0;3;8;800;70;2004;0;98103;476967;-122342;1710;1280
3491300052;09.04.2015;7350000;4;225;2410;4250;15;0;0;5;7;1460;950;1929;0;98117;476849;-122376;1360;5074
6662410020;19.03.2015;4710000;3;175;1640;10123;10;0;0;3;8;1340;300;1977;0;98011;477698;-122167;2210;10852
6139100086;24.02.2015;3500000;3;10;1540;9800;10;0;0;4;7;1540;0;1950;0;98155;477604;-122329;1560;9450
5710610670;23.07.2014;5300000;4;25;2370;9601;10;0;0;3;8;1570;800;1976;0;98027;475327;-122054;2550;10500
7503000020;07.05.2014;4150000;4;30;1830;9548;20;0;0;3;7;1830;0;1991;0;98028;477379;-122224;1740;9750
1795920440;21.06.2014;6395000;4;225;2330;8994;20;0;0;3;8;2330;0;1986;0;98052;477264;-122104;2330;8396
3570000130;11.06.2014;5803790;4;275;2240;27820;15;0;0;4;8;2240;0;1976;0;98075;475936;-122054;2330;20000
7853340430;19.11.2014;3780000;2;25;1700;2513;20;0;0;3;8;1700;0;2009;0;98065;475163;-121878;1760;2891
2473380010;15.01.2015;2650000;3;225;1750;9298;10;0;0;4;7;1410;340;1969;0;98058;474579;-122164;1720;7875
3306300630;24.09.2014;2120000;3;175;1100;9750;10;0;0;4;6;1100;0;1967;0;98023;472955;-122362;1100;9900
3222049120;23.01.2015;4000000;4;30;2320;13068;20;0;2;3;8;2320;0;1998;0;98198;473497;-122317;2220;25265
2425059173;06.02.2015;7500000;4;25;2540;6491;20;0;0;3;8;2540;0;1997;0;98008;476363;-122117;1990;8447
1196000007;05.05.2014;3849000;5;25;3090;12750;10;0;0;3;8;1750;1340;1968;0;98023;473408;-122335;1760;25919
8651402910;06.08.2014;1760000;2;10;770;5200;10;0;0;5;6;770;0;1969;0;98042;473627;-122087;1150;5330
3558000130;09.09.2014;3500000;3;275;2370;4632;20;0;0;3;7;2370;0;2002;0;98038;473794;-122022;2290;5012
3830210020;29.07.2014;1680000;3;10;1200;7210;10;0;0;4;6;1200;0;1977;0;98030;473729;-122183;1200;7650
7950302210;14.11.2014;3580000;4;20;2200;3060;10;0;0;3;7;1100;1100;1908;2000;98118;47565;-122284;1410;5100
1774200190;28.04.2015;5800000;3;275;2660;32757;10;0;0;4;8;2660;0;1975;0;98077;477649;-122098;2720;35191
3715500170;23.06.2014;4425000;3;175;1600;10280;10;0;0;3;7;1050;550;1977;0;98034;47725;-122174;1590;8100
2436700655;17.03.2015;5150000;2;25;1330;1249;30;0;0;3;8;1330;0;2004;0;98105;476668;-122285;1430;1328
5072100095;17.11.2014;5540000;5;25;3440;12900;10;0;2;4;8;1720;1720;1958;0;98166;474426;-122342;2100;10751
305000170;10.06.2014;6590000;3;25;2510;6320;20;0;0;3;9;2510;0;1996;0;98075;475868;-122033;2518;5819
2570300130;17.03.2015;4149990;4;25;2150;10098;10;0;0;3;7;1090;1060;1963;0;98034;477166;-122201;1880;10000
776600130;02.05.2014;2750000;3;15;1180;10277;10;0;0;3;6;1180;0;1983;0;98045;47488;-121787;1680;11104
5379802181;19.11.2014;1930000;2;10;680;8640;10;0;0;4;5;680;0;1951;0;98188;474559;-122289;1320;13140
9558020380;20.08.2014;5250000;4;25;2840;4750;20;0;0;3;9;2840;0;2002;0;98058;474511;-122121;2460;4750
3396830020;09.10.2014;4240000;3;25;1820;7500;20;0;0;3;8;1820;0;1985;0;98052;477155;-122104;2040;8304
7519001825;08.01.2015;4550000;2;10;1070;5150;10;0;0;4;6;870;200;1908;0;98117;476853;-122366;1520;3860
2324039069;22.08.2014;4630000;2;10;1250;5650;20;0;1;4;7;1250;0;1943;0;98126;475495;-122377;1210;5650
1245500950;04.05.2015;11000000;4;25;2190;6300;10;0;3;3;7;1240;950;1960;0;98033;476918;-122216;2730;14659
5100404030;08.12.2014;5230000;3;175;3000;5413;20;0;0;4;8;1900;1100;1963;0;98115;476962;-122312;1550;5413
9542000050;08.08.2014;6150000;4;175;2270;9830;10;0;0;4;8;2270;0;1959;0;98005;475999;-122176;2540;11990
5608000630;03.11.2014;15150000;4;40;4500;11795;20;0;0;3;12;4500;0;1991;0;98027;475533;-122098;3930;11576
475001235;08.08.2014;8700000;5;40;3400;5000;20;0;0;3;8;2320;1080;1900;2013;98107;476655;-122363;1910;5000
2725069150;17.08.2014;7100000;3;25;2830;9680;20;0;0;3;10;2830;0;1991;0;98074;476249;-122024;2970;8691
9202000080;07.07.2014;2150000;3;10;960;9563;10;0;0;5;7;960;0;1967;0;98023;472864;-122357;1280;9600
225039049;08.09.2014;5900000;2;10;1530;6450;10;0;0;4;7;1530;0;1920;0;98117;476833;-122398;1530;5000
2212500430;14.08.2014;3230000;5;25;2500;13034;10;0;0;3;7;1300;1200;1962;0;98092;473343;-122194;2440;13300
2473100010;22.07.2014;2790000;4;20;1560;7569;15;0;0;4;7;1560;0;1966;0;98058;474496;-122155;1480;8755
2795000080;19.09.2014;5351000;3;225;2070;7207;10;0;0;3;8;1720;350;1973;0;98177;477735;-122371;2350;7980
9541800010;27.10.2014;8300000;5;225;2710;19800;10;0;0;5;9;1910;800;1959;0;98005;475958;-122175;2120;16400
2619920010;03.07.2014;8150000;4;25;3150;4203;20;0;0;3;9;3150;0;2002;0;98033;47688;-122164;3150;5169
4046400010;09.03.2015;5359000;3;225;1880;10880;10;0;0;3;8;1480;400;1975;0;98008;475937;-122116;2120;10240
7642200095;09.03.2015;2300000;3;10;1250;8800;10;0;0;3;7;1250;0;1955;0;98146;47497;-122357;1480;8200
8899000430;17.02.2015;3255000;4;175;2290;8142;10;0;0;4;7;1490;800;1969;0;98055;474564;-122211;1840;8142
8944750480;30.01.2015;3590000;3;225;1990;4331;20;0;0;3;7;1990;0;1997;0;98056;474917;-122167;1690;3688
7852020660;09.05.2014;5050000;3;25;2100;5824;20;0;2;3;8;2100;0;1999;0;98065;475334;-121867;1890;4140
7789000080;30.09.2014;2539050;3;10;940;8400;10;0;0;5;7;940;0;1958;0;98056;475112;-122167;950;8400
6413100122;11.07.2014;3699500;3;175;1640;4860;10;0;0;3;8;1200;440;1965;0;98125;477125;-12232;1480;7200
8856960280;21.01.2015;3500000;3;225;1860;8378;20;0;0;3;7;1860;0;1995;0;98038;473875;-122032;1870;8378
1868901190;07.08.2014;6500000;4;225;2100;2500;30;0;0;3;8;2100;0;2001;0;98115;476726;-122298;1660;4000
3123039136;25.08.2014;2950000;3;175;1500;15246;10;0;0;3;6;1500;0;1925;1998;98070;474367;-122463;1500;16988
3585300415;07.05.2015;6200000;3;175;1680;28046;10;0;3;3;8;1180;500;1948;0;98177;477648;-12237;2190;26308
2624089007;20.03.2015;19980000;2;25;3900;920423;20;0;0;3;12;3900;0;2009;0;98065;475371;-121756;2720;411962
4338800170;07.05.2014;2460000;3;10;1400;7410;10;0;0;3;6;1400;0;1944;0;98166;474798;-122343;1070;7410
4046501300;16.09.2014;4300000;3;275;2600;12860;10;0;0;3;7;1350;1250;1965;0;98014;47695;-121918;2260;12954
3331001995;23.01.2015;5099900;3;20;1440;4859;20;0;0;2;6;1440;0;1921;0;98118;475503;-122285;1360;4558
802000130;09.12.2014;4900000;4;175;1870;9500;10;0;0;4;7;1090;780;1962;0;98033;477012;-122187;2010;10000
2011400779;02.12.2014;3850000;4;275;2960;10454;10;0;1;3;8;2360;600;1979;0;98198;474006;-122322;1870;10500
8651610660;29.04.2015;7690000;4;25;2440;6733;20;0;0;3;9;2440;0;1999;0;98074;476374;-122064;2570;6496
1788900380;12.02.2015;1850000;2;10;1122;9100;10;0;0;4;6;1122;0;1960;0;98023;47328;-122341;840;9344
2121000250;09.05.2014;3035000;3;15;1060;10464;10;0;0;4;7;1060;0;1973;0;98034;477313;-122229;1420;10464
2110900050;11.02.2015;4680000;4;25;2150;8165;10;0;0;3;8;1430;720;1957;0;98177;47773;-122371;2360;7980
5469503280;21.07.2014;4499500;4;25;3100;10000;20;0;0;3;9;3100;0;1978;0;98042;473741;-12215;1850;9438
6300000364;16.06.2014;2350000;2;15;880;1805;20;0;0;3;7;880;0;1999;0;98133;477064;-122342;880;5060
2616800050;02.12.2014;5200000;4;25;2490;34947;20;0;0;3;9;2150;340;1985;0;98027;474823;-122031;2490;39639
1446400648;06.11.2014;2030000;2;10;1080;9067;10;0;0;3;6;1080;0;1951;0;98168;474815;-122331;1080;6647
4038700380;26.08.2014;6570000;5;25;2530;10190;10;0;0;4;7;1290;1240;1960;0;98008;47616;-122115;2040;8560
9109000050;09.07.2014;2750000;3;10;1200;7800;10;0;0;4;7;1200;0;1954;0;98126;475196;-122371;1230;7070
9465910380;24.10.2014;5400000;4;225;2850;7453;20;0;0;3;9;2850;0;1991;0;98072;477439;-122174;2700;8468
1137400460;24.06.2014;4550000;4;25;2950;4502;20;0;0;3;7;2950;0;2005;0;98059;475002;-122151;2360;4502
2545700020;16.10.2014;4585000;2;175;1160;6828;10;0;0;3;7;860;300;1941;0;98115;476937;-122298;1250;6828
3260570290;24.04.2015;5499000;4;35;3420;4751;20;0;0;3;10;3420;0;2003;0;98055;474734;-122193;3490;5700
5652600185;02.05.2014;7500000;3;175;2240;10578;20;0;0;5;8;1550;690;1923;0;98115;476954;-122292;1570;10578
7347600507;23.06.2014;2350000;4;175;1450;8891;15;0;0;3;7;1180;270;1962;0;98168;47478;-122278;1450;9013
1545802850;11.09.2014;2860000;4;25;1820;7930;20;0;0;5;7;1820;0;1989;0;98038;47359;-12205;1490;7930
3126059027;18.03.2015;26500000;4;35;4700;13730;20;0;3;3;11;3500;1200;1958;1995;98033;476899;-122217;3210;15306
8087800430;10.02.2015;6020000;4;175;2430;14000;10;0;0;4;7;1580;850;1963;0;98052;476554;-122134;1910;8285
9547200460;20.08.2014;6400000;3;15;1960;4080;15;0;0;3;7;1960;0;1915;0;98115;476768;-12231;1880;4080
3826501060;09.10.2014;2670000;3;175;1440;10920;10;0;0;4;8;1440;0;1977;0;98030;473812;-122168;1720;8260
5406500430;21.04.2015;7120000;4;25;2730;4385;20;0;0;3;8;2730;0;2001;0;98075;475975;-122038;2670;4644
5417600130;10.10.2014;2445000;2;10;910;9000;10;0;0;3;5;910;0;1923;0;98065;47526;-12181;1290;9000
5417600130;12.05.2015;3010000;2;10;910;9000;10;0;0;3;5;910;0;1923;0;98065;47526;-12181;1290;9000
2138700345;18.08.2014;9900000;4;25;2430;6325;20;0;0;4;8;2020;410;1919;0;98109;476413;-122354;2340;4375
5611500170;22.04.2015;7399990;4;275;3350;6500;20;0;0;3;10;3350;0;1999;0;98075;475838;-122027;2960;6970
5700002125;10.06.2014;4800000;4;175;2320;4322;10;0;0;3;7;1140;1180;1910;0;98144;475755;-122289;1820;4322
1473200170;29.07.2014;3050000;3;25;1260;1622;30;0;0;3;8;1260;0;2009;0;98133;477325;-122343;1340;1188
2922702965;15.01.2015;7033000;3;20;1980;3525;15;0;0;4;8;1590;390;1932;0;98117;476847;-122368;1760;3760
7895500290;30.03.2015;2650000;4;15;1580;8468;20;0;0;4;7;1580;0;1971;0;98001;473336;-122281;1580;8260
7338200170;22.04.2015;6000000;4;25;2710;35009;20;0;2;3;9;2710;0;1992;0;98045;474815;-121714;2330;35040
6929603769;21.07.2014;2530000;3;10;1400;9750;10;0;0;3;7;1400;0;1968;1998;98198;473862;-122304;1640;8050
9429000170;26.03.2015;6179500;4;25;2410;7950;20;0;0;3;8;2410;0;1997;0;98034;477185;-122226;1920;7713
2114700190;12.12.2014;3850000;4;325;1790;2460;20;0;0;4;7;1100;690;2000;0;98106;47534;-122346;1260;4040
323049148;19.12.2014;3190000;3;20;1640;9234;10;0;0;5;7;1060;580;1967;0;98118;475162;-122274;2230;10354
4038700290;23.04.2015;6960000;3;25;1670;8023;10;0;0;5;7;1170;500;1960;0;98008;47615;-122117;1960;8964
9284802045;30.06.2014;3450000;2;10;970;5750;10;0;0;4;6;970;0;1932;0;98126;475518;-12237;1650;8625
3188100007;22.10.2014;3800000;3;25;1610;1778;30;0;0;3;7;1610;0;2002;0;98115;476902;-122306;1120;2187
1200019;08.05.2014;6475000;4;175;2060;26036;10;0;0;4;8;1160;900;1947;0;98166;474444;-122351;2590;21891
2616800480;25.09.2014;7250000;3;25;3570;35271;20;0;0;3;9;3570;0;1997;0;98027;474782;-122035;3510;37194
2310000380;19.12.2014;2699500;3;175;1400;7735;10;0;0;4;7;1400;0;1989;0;98038;47357;-12204;1530;7754
4054560170;11.06.2014;8750000;4;25;3470;32109;20;0;0;3;10;3470;0;1995;0;98077;477311;-122036;3800;35181
7972601900;30.05.2014;2999500;3;10;1210;9525;10;0;0;3;7;1210;0;1955;0;98106;475274;-122345;1680;7620
3391500050;03.07.2014;18750000;4;325;3930;10929;20;0;0;3;10;3930;0;2006;0;98004;476259;-122194;1780;9999
8132700190;02.06.2014;4300000;2;10;990;4802;10;0;0;3;7;990;0;1947;0;98117;476876;-122395;1180;5000
3904990430;29.01.2015;4950000;5;25;2200;4942;20;0;0;3;8;2200;0;1989;0;98029;475772;-122001;2200;5924
5469700052;13.11.2014;2750000;3;15;1510;16200;10;0;0;3;7;1510;0;1970;0;98031;473926;-122167;1650;13950
4006000509;16.09.2014;3330000;3;10;1620;5040;10;0;0;3;7;1120;500;1964;0;98118;475263;-122286;1790;6178
9269750460;19.05.2014;2470000;3;225;1580;7941;20;0;0;4;7;1580;0;1986;0;98023;472843;-122357;1730;8051
2721059173;09.03.2015;2045550;3;175;1260;15000;15;0;0;4;7;1260;0;1983;0;98092;472737;-122153;2400;21715
3981200660;15.07.2014;4320000;3;20;2190;13673;10;0;0;4;9;2190;0;1994;0;98042;473542;-122098;2770;13804
4012800050;21.05.2014;1750000;3;175;1230;13056;10;0;0;4;7;1230;0;1962;0;98001;473171;-122279;1690;15750
3275750050;20.03.2015;5563000;4;25;2030;7140;10;0;0;4;7;1400;630;1968;0;98008;476244;-122109;1800;7565
8572900275;25.06.2014;2860000;2;10;780;3475;10;0;0;4;5;780;0;1930;0;98045;474944;-121789;1210;6769
993000950;06.09.2014;3200000;2;15;1110;1200;30;0;0;3;8;1110;0;2000;0;98103;476931;-122342;1110;1363
426069099;20.04.2015;8150000;3;25;2790;53143;20;0;0;4;9;2790;0;1991;0;98077;477687;-122036;2740;47916
3276180020;27.03.2015;3850000;4;175;1660;10757;10;0;0;3;7;1000;660;1980;0;98056;475071;-122194;1880;8319
5700001640;08.05.2014;10390000;4;10;3410;5000;20;0;0;5;8;2190;1220;1910;0;98144;475807;-122291;2550;5000
9264940130;28.10.2014;3500000;4;225;2390;13002;20;0;0;3;8;2390;0;1987;0;98023;473111;-12235;2450;11200
7300400670;29.07.2014;2770000;4;25;1850;5880;20;0;0;3;8;1850;0;1998;0;98092;473322;-122173;2370;6500
4112100101;19.02.2015;4150000;6;20;2500;5200;10;0;0;3;8;1250;1250;1966;0;98118;475517;-122268;1800;5200
6163901381;04.12.2014;2950000;3;10;1000;8320;10;0;0;5;6;1000;0;1951;0;98155;477548;-122316;1090;8450
7603100020;05.08.2014;9690000;4;20;2450;5000;20;0;4;5;8;2200;250;1919;0;98116;475619;-122405;2360;6090
4302200415;04.11.2014;3398880;4;175;1440;6144;10;0;0;5;6;720;720;1947;0;98106;475257;-122357;960;5160
3876760430;22.08.2014;2699500;3;225;1660;7003;20;0;0;3;7;1660;0;1996;0;98030;473599;-122188;1840;6680
3754501235;01.10.2014;11850000;3;25;2510;4600;20;0;2;3;10;2510;0;2006;0;98034;477051;-122223;2560;7500
8691330500;16.12.2014;7800000;4;25;3090;12511;20;0;0;4;10;3090;0;1998;0;98075;475932;-121983;3100;10882
8651401680;08.04.2015;1980000;3;10;860;5185;10;0;0;4;6;860;0;1968;0;98042;473634;-122086;1120;5494
8011100050;08.05.2015;3500000;2;10;1220;28703;10;0;0;4;7;1220;0;1953;0;98056;474952;-122172;2740;6720
3768000280;01.12.2014;3500000;3;10;1010;7680;10;0;0;4;7;1010;0;1967;0;98034;47732;-122231;1320;7373
1321710460;06.12.2014;3190000;4;225;2390;7350;20;0;0;3;8;2390;0;1990;0;98023;472938;-122348;2390;7350
8731981680;08.09.2014;3110000;4;225;3340;8000;20;0;0;4;8;3340;0;1973;0;98023;47317;-122385;2230;8000
7714000250;18.10.2014;3940000;5;325;3620;4650;20;0;0;3;8;2790;830;2004;0;98038;473552;-122026;2850;4650
1336800010;13.06.2014;13350000;5;225;4200;5800;25;0;0;4;9;2910;1290;1906;0;98112;476284;-122312;3060;5800
5442300807;24.06.2014;27000000;5;275;3831;13800;20;1;4;3;9;3831;0;1959;1980;98040;475919;-122251;3850;36563
6190701112;25.11.2014;3960000;3;10;1980;9540;10;0;0;3;7;1080;900;1949;0;98133;477551;-122353;1680;9529
2680700280;02.04.2015;8090000;4;175;1790;8372;10;0;0;4;8;1340;450;1976;0;98033;476605;-122189;2180;10500
1025059181;22.07.2014;4800000;3;20;1580;7400;10;0;0;3;7;1050;530;1977;0;98052;476715;-122162;1560;7458
3856900005;09.09.2014;5350000;6;175;2460;6000;10;0;0;4;7;1230;1230;1913;0;98115;476721;-122323;1560;4275
4302700425;13.02.2015;4250000;5;275;2110;5120;20;0;0;3;7;1870;240;1947;1983;98106;475294;-122357;1580;5120
6824100005;01.08.2014;4080000;3;25;1470;1204;30;0;0;3;8;1470;0;2006;0;98117;476998;-122366;1460;1245
3625600190;09.04.2015;12550000;4;25;3510;13100;20;0;0;4;10;3510;0;1966;0;98040;475306;-122227;3230;12745
7588700177;20.04.2015;3100000;1;75;520;2885;10;0;0;4;6;520;0;1947;0;98117;476886;-122378;980;4241
3303950080;03.11.2014;2920000;3;25;1950;7421;20;0;0;3;8;1950;0;1996;0;98038;473842;-122036;2200;4668
985000950;27.02.2015;2170000;2;10;770;9715;10;0;0;4;6;770;0;1942;0;98168;474924;-122312;1140;9715
8011100005;27.01.2015;3985000;4;25;2250;6064;20;0;0;3;8;2250;0;2005;0;98056;474956;-122174;1520;7840
5316100980;26.03.2015;22500000;3;30;4040;7200;15;0;2;4;9;3340;700;1930;0;98112;476288;-122284;3450;10800
6819100345;25.03.2015;7000000;4;175;2360;6000;10;0;0;3;7;1280;1080;1955;0;98109;476465;-122357;1700;3460
3276930420;12.09.2014;5850000;4;25;2330;45860;20;0;0;3;9;2330;0;1989;0;98075;475842;-121992;2930;5020
6648900005;08.10.2014;3999500;3;10;1720;8910;10;0;0;4;7;1720;0;1954;0;98155;477736;-122296;1870;8640
6083000050;13.06.2014;2350000;3;175;1900;8540;10;0;0;3;6;950;950;1980;0;98168;474868;-122303;1370;10204
1180008315;15.07.2014;2120000;3;10;1040;6800;10;0;0;5;6;1040;0;1951;0;98178;47492;-122224;1430;6080
8651510380;21.08.2014;3100000;3;20;2070;9195;10;0;0;3;8;1220;850;1982;0;98074;476491;-122061;2080;9551
8651510380;16.12.2014;5390000;3;20;2070;9195;10;0;0;3;8;1220;850;1982;0;98074;476491;-122061;2080;9551
9826701794;05.12.2014;3900000;3;30;1550;1608;20;0;0;3;8;1280;270;2001;0;98122;476042;-122303;1940;1883
2790400380;01.12.2014;5600000;3;25;2020;11935;10;0;0;4;9;2020;0;1976;0;98052;47632;-122092;2410;12350
6979940050;16.09.2014;8000000;5;25;3320;9024;20;0;0;3;9;3320;0;1999;0;98075;475865;-122056;3320;7665
1727001300;09.06.2014;19000000;4;325;4130;112521;20;0;0;3;11;4130;0;1978;0;98005;476392;-122165;3140;26147
686100380;27.10.2014;4720000;5;20;2030;9804;10;0;0;3;7;1110;920;1963;0;98008;476297;-122114;1930;7990
4037400280;23.09.2014;5025500;3;175;1770;7875;10;0;0;4;7;1170;600;1958;0;98008;47606;-122125;1670;8000
8691400010;27.03.2015;8300000;4;325;3330;7809;20;0;0;3;9;3330;0;2004;0;98075;475977;-121976;3100;6465
1450300050;23.07.2014;2249500;4;25;2260;9686;10;0;0;4;7;1520;740;1965;0;98002;47286;-122218;1750;9916
4024101440;18.06.2014;3750000;3;25;1950;6871;20;0;0;3;8;1950;0;1997;0;98155;477603;-122307;1950;7663
624100010;08.12.2014;6450000;3;25;2930;19900;15;0;0;3;9;2930;0;1983;0;98077;477234;-122066;3160;20492
9523102580;23.05.2014;5990000;3;275;1960;2500;15;0;0;5;7;1410;550;1926;0;98103;476744;-122353;2040;5000
7429000130;09.05.2015;5150000;4;25;2980;12534;20;0;0;3;9;2980;0;1996;0;98031;473999;-122211;2630;12534
7335400345;28.05.2014;1350000;2;10;780;6685;10;0;0;4;5;780;0;1948;0;98002;47305;-122215;880;6695
7215721330;23.10.2014;4850000;3;25;1650;4218;20;0;0;3;8;1650;0;2000;0;98075;475998;-122016;1650;4559
3117100130;14.07.2014;8900000;3;325;4030;12765;20;0;0;4;9;2800;1230;1975;0;98005;476331;-122166;2670;13447
2868900020;08.04.2015;2150000;3;10;1010;10125;10;0;0;4;7;1010;0;1972;0;98042;473423;-122088;1230;10125
5703500130;17.12.2014;2995000;3;10;1190;9600;10;0;0;3;7;1190;0;1981;0;98045;474805;-121762;1360;10140
3025059136;13.08.2014;8000000;2;10;1050;8750;10;0;0;4;7;1050;0;1951;0;98004;476294;-122215;3360;20115
6679000130;09.02.2015;2750000;3;25;1560;4244;20;0;0;3;7;1560;0;2002;0;98038;473834;-122027;1670;4251
4222500020;19.02.2015;2564000;3;15;1490;7800;10;0;0;3;7;1010;480;1963;0;98003;473431;-122304;1570;7800
3997500130;24.02.2015;3100000;2;10;770;8149;10;0;0;4;6;770;0;1948;0;98155;477439;-122301;820;8149
9834201205;04.03.2015;3850000;1;10;620;5100;10;0;0;3;6;620;0;1954;0;98144;475699;-122287;1540;2676
806000020;10.03.2015;2030000;3;15;1200;9120;10;0;0;3;7;1000;200;1963;0;98055;474545;-122187;1640;9200
507100005;10.03.2015;2850000;4;20;2120;6865;10;0;0;3;7;1060;1060;1954;0;98133;477775;-122337;1460;7780
8635760480;27.01.2015;4739750;3;25;2330;3610;20;0;0;3;8;2330;0;1999;0;98074;476022;-122021;1830;2948
1328330190;14.07.2014;3200000;3;175;2000;9760;10;0;0;4;8;1400;600;1978;0;98058;474417;-122134;1890;8089
2919702040;12.06.2014;5990000;5;275;2820;4608;10;0;0;3;7;1450;1370;1967;0;98117;476886;-122361;1620;3840
3095000095;14.07.2014;5800000;3;20;2040;4800;10;0;0;4;7;1020;1020;1925;0;98126;475561;-122377;1640;4800
304100010;09.12.2014;2695000;4;225;1700;7056;20;0;0;3;7;1700;0;1999;0;98001;473385;-122262;1650;6025
617000089;17.11.2014;2740000;2;10;820;6200;10;0;0;4;6;820;0;1954;0;98166;474163;-12234;1410;14000
3582750280;26.03.2015;3470000;2;175;1315;2162;20;0;0;4;8;1315;0;1974;0;98028;47752;-122253;1640;2128
3438500430;21.05.2014;2700000;3;175;1390;10905;10;0;0;3;6;860;530;1957;0;98106;475517;-12236;1390;10839
8964800225;03.03.2015;14300000;3;20;1890;12017;10;0;2;3;8;1890;0;1949;0;98004;476203;-12221;2000;12210
2013801350;20.02.2015;2200000;3;175;1460;7226;10;0;0;3;7;1460;0;1993;0;98198;473839;-122321;1760;7226
1320069163;04.03.2015;2430000;3;10;1480;15416;10;0;2;4;8;1480;0;1955;0;98022;472142;-121987;1190;10758
7549800168;27.05.2014;4575000;3;175;1840;4030;10;0;0;5;7;1050;790;1925;0;98108;475549;-122311;1840;5040
3226049466;19.12.2014;3400000;2;175;1880;7208;10;0;0;3;7;940;940;1951;0;98115;476946;-122328;1880;8051
9822700285;18.09.2014;6575000;4;15;1910;5000;15;0;0;3;7;1610;300;1912;0;98105;476597;-12229;2170;5000
538000250;12.01.2015;3325000;4;25;2220;4720;20;0;0;3;7;2220;0;1998;0;98038;473541;-122024;2090;4717
5702450250;17.07.2014;3400000;3;20;1410;10015;10;0;3;3;6;1410;0;1993;0;98045;474948;-121776;1570;10485
8835900086;02.09.2014;3500000;4;30;3380;16133;10;0;1;3;8;2330;1050;1959;0;98118;475501;-122261;2500;11100
3333002302;13.02.2015;4280000;4;25;1950;5602;10;0;0;5;7;1120;830;1966;0;98118;475437;-122291;2000;6050
7787120500;04.05.2015;5150550;4;25;2400;8320;20;0;0;3;8;2400;0;1999;0;98045;474808;-121781;2430;9258
8563010420;04.02.2015;4500000;3;175;1560;8968;10;0;0;4;8;1560;0;1972;0;98008;476243;-1221;1990;8034
3361400190;26.02.2015;1900000;3;10;1040;8910;10;0;0;3;6;1040;0;1943;0;98168;475024;-12232;1330;9720
1024039001;17.07.2014;10000000;4;275;3090;16538;30;0;0;4;8;2590;500;1919;1987;98116;475803;-122403;1500;5130
6806100420;19.11.2014;2990000;3;25;1850;4600;20;0;0;3;7;1850;0;2005;0;98058;474661;-122145;2160;4751
3204300225;03.11.2014;5080000;2;10;1200;2500;20;0;2;3;7;1090;110;1927;0;98112;476304;-122301;2690;4800
8857640420;01.10.2014;2940000;4;225;2190;3746;20;0;0;3;8;2190;0;2005;0;98038;473896;-122034;2200;3591
4443800130;24.10.2014;3200000;2;10;1380;5820;10;0;0;3;7;1380;0;1918;1976;98117;476875;-122392;1540;4076
